NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,BANTUAN,NAMABLOK,KEGUNAAN,TAHUN_BINA
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,BLOK D,P & P,2014
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,BLOK C,P & P,0
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,ANJUNG MURABBI,Pentadbiran,0
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,2013
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,BLOK B,P & P,2013
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,Anjung Budi,Pra Sekolah,1992
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,GALERI SENI,P & P,2014
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,BLOK H,P & P,2014
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,KANTIN,Kantin,1969
PERLIS,JPN PERLIS,RBA0021,SEKOLAH KEBANGSAAN PADANG BESAR UTARA,Sekolah Kerajaan,MAWAR,P & P,1999
PERLIS,JPN PERLIS,RBA0021,SEKOLAH KEBANGSAAN PADANG BESAR UTARA,Sekolah Kerajaan,KENANGA,P & P,1976
PERLIS,JPN PERLIS,RBA0021,SEKOLAH KEBANGSAAN PADANG BESAR UTARA,Sekolah Kerajaan,CEMPAKA,P & P,1979
PERLIS,JPN PERLIS,RBA0021,SEKOLAH KEBANGSAAN PADANG BESAR UTARA,Sekolah Kerajaan,MELOR,P & P,1999
PERLIS,JPN PERLIS,RBA0021,SEKOLAH KEBANGSAAN PADANG BESAR UTARA,Sekolah Kerajaan,ANGGERIK,Pentadbiran dan P & P,1984
PERLIS,JPN PERLIS,RBA0021,SEKOLAH KEBANGSAAN PADANG BESAR UTARA,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2000
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,BLOK A,P & P,1973
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,BILIK MUZIK (LAMA),P & P,1997
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,BLOK B,P & P,1994
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,RUMAH GURU,Kediaman,2002
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,BLOK B (BARU),Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,BLOK A (BARU),P & P,2011
PERLIS,JPN PERLIS,RBA0022,SEKOLAH KEBANGSAAN PADANG BESAR SELATAN,Sekolah Kerajaan,PRA SEKOLAH,Pra Sekolah,2006
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,H-SURAU,Surau,1997
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,D-MAKMAL KOMPUTER,Makmal Komputer,2003
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,F-KANTIN,Kantin,1965
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,L-TANDAS GURU LAMA,Tandas,1975
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,G-PEMULIHAN LAMA,P & P,2009
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,C-PRA SEKOLAH,Pra Sekolah,2012
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,I-RUMAH GURU LAMA,Kediaman,1993
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,J-RUMAH GURU,Kediaman,2009
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,2012
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,ASRAMA LELAKI & PERE,Asrama,2000
PERLIS,JPN PERLIS,RBA0023,SEKOLAH KEBANGSAAN PADANG KERIA,Sekolah Kerajaan,BLOK B,P & P,2012
PERLIS,JPN PERLIS,RBA0024,SEKOLAH KEBANGSAAN PADANG MELANGIT,Sekolah Kerajaan,A,Pentadbiran dan P & P,2009
PERLIS,JPN PERLIS,RBA0024,SEKOLAH KEBANGSAAN PADANG MELANGIT,Sekolah Kerajaan,B,P & P,1980
PERLIS,JPN PERLIS,RBA0024,SEKOLAH KEBANGSAAN PADANG MELANGIT,Sekolah Kerajaan,C,P & P,1988
PERLIS,JPN PERLIS,RBA0024,SEKOLAH KEBANGSAAN PADANG MELANGIT,Sekolah Kerajaan,D,P & P,1989
PERLIS,JPN PERLIS,RBA0024,SEKOLAH KEBANGSAAN PADANG MELANGIT,Sekolah Kerajaan,E,Bengkel,1999
PERLIS,JPN PERLIS,RBA0024,SEKOLAH KEBANGSAAN PADANG MELANGIT,Sekolah Kerajaan,PRASEKOLAH,P & P,2007
PERLIS,JPN PERLIS,RBA0024,SEKOLAH KEBANGSAAN PADANG MELANGIT,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,BLOK B,P & P,1976
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,BANGUNAN PRA SEKOLAH,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,BANGUNAN MAKMAL KOMP,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,BLOK PRA,Pra Sekolah,2012
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,2010
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,SURAU,Surau,2000
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,KANTIN,Kantin,2000
PERLIS,JPN PERLIS,RBA0025,SEKOLAH KEBANGSAAN PANGGAS,Sekolah Kerajaan,BLOK C,P & P,1976
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,PRA SEKOLAH 1,Pra Sekolah,2008
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,PRA SEKOLAH,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,E,Pendidikan Khas,1987
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,F,P & P,1972
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,ASRAMA DESA,Asrama,1991
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,G,Pendidikan Khas,1990
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,B,Pentadbiran dan P & P,2008
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,I,Dewan,1973
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,A,Pentadbiran dan P & P,2007
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,F,Pentadbiran dan P & P,1970
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,D,P & P,1985
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,A,P & P,1978
PERLIS,JPN PERLIS,RBA0026,SEKOLAH KEBANGSAAN PAUH,Sekolah Kerajaan,KANTIN,Kantin,1979
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK C,P & P,1970
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK D,Pra Sekolah,1988
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK E,Kantin,1970
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK F,P & P,1989
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK G,P & P,1993
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK K,Surau,1998
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK L,P & P,1999
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK M,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK B,P & P,2011
PERLIS,JPN PERLIS,RBA0027,SEKOLAH KEBANGSAAN PAYA,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1977
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK E -PRA CYBER & BILIK KHAS/KEDAI,Pra Sekolah,1985
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK E(DEWAN MAKAN ASRAMA),Asrama,1998
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK K,Kediaman,2009
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK G,Surau,1985
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK I,P & P,2000
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK J,Makmal Komputer,2003
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK L-PRA GENIUS,Pra Sekolah,2012
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK B,P & P,1977
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK C,Kantin,1977
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK H (ASRAMA DESA),Asrama,1993
PERLIS,JPN PERLIS,RBA0028,SEKOLAH KEBANGSAAN SANGLANG,Sekolah Kerajaan,BLOK F,Dewan,1985
PERLIS,JPN PERLIS,RBA0029,SEKOLAH KEBANGSAAN SANTAN,Sekolah Kerajaan,C,Pentadbiran dan P & P,1988
PERLIS,JPN PERLIS,RBA0029,SEKOLAH KEBANGSAAN SANTAN,Sekolah Kerajaan,D,P & P,1936
PERLIS,JPN PERLIS,RBA0029,SEKOLAH KEBANGSAAN SANTAN,Sekolah Kerajaan,A,Pentadbiran dan P & P,2012
PERLIS,JPN PERLIS,RBA0029,SEKOLAH KEBANGSAAN SANTAN,Sekolah Kerajaan,B,P & P,2012
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK C,P & P,1985
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK A,Asrama,2003
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,DEWAN SERBAGUNA,Dewan,1995
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,DEWAN MAKAN ASRAMA,Asrama,2003
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,RUMAH PENGAWAL,Asrama,2003
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BILIK KKBP,Pendidikan Khas,1996
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1978
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,PRA SEKOLAH 2,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,PRA SEKOLAH 1,Pra Sekolah,2003
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,KANTIN,Kantin,1978
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK B,P & P,1978
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK B,Asrama,2003
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK B (BARU),Pentadbiran dan P & P,2009
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,PRA SEKOLAH 3,Pra Sekolah,2009
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,PONDOK KAWALAN,Pentadbiran,2009
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK A (BARU),P & P,2009
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,BLOK D,P & P,1996
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,PRA SEKOLAH INTEGRAS,P & P,2007
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,STOR PEKERJA,Pentadbiran,1995
PERLIS,JPN PERLIS,RBA0030,SEKOLAH KEBANGSAAN SIMPANG AMPAT,Sekolah Kerajaan,STOR SUKAN,Pentadbiran,1995
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,2009
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,SURAU,P & P,1999
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,MAKMAL KOMPUTER,P & P,2002
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,PRA,P & P,2007
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,BLOK F,P & P,1980
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,ASRAMA DESA,Asrama,2002
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,BLOK B,Dewan,1987
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,KANTIN,Kantin,1980
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,BLOK E,P & P,1989
PERLIS,JPN PERLIS,RBA0031,SEKOLAH KEBANGSAAN SUNGAI BARU,Sekolah Kerajaan,BILIK  KSSR,Pentadbiran,2000
PERLIS,JPN PERLIS,RBA0032,SEKOLAH KEBANGSAAN SUNGAI BEREMBANG,Sekolah Kerajaan,BLOK D,P & P,2011
PERLIS,JPN PERLIS,RBA0032,SEKOLAH KEBANGSAAN SUNGAI BEREMBANG,Sekolah Kerajaan,BLOK C,P & P,1987
PERLIS,JPN PERLIS,RBA0032,SEKOLAH KEBANGSAAN SUNGAI BEREMBANG,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1974
PERLIS,JPN PERLIS,RBA0032,SEKOLAH KEBANGSAAN SUNGAI BEREMBANG,Sekolah Kerajaan,BLOK B,P & P,1985
PERLIS,JPN PERLIS,RBA0033,SEKOLAH KEBANGSAAN DATO AHMAD MUSA,Sekolah Kerajaan,F,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0033,SEKOLAH KEBANGSAAN DATO AHMAD MUSA,Sekolah Kerajaan,B,P & P,1982
PERLIS,JPN PERLIS,RBA0033,SEKOLAH KEBANGSAAN DATO AHMAD MUSA,Sekolah Kerajaan,MALINJA,P & P,1970
PERLIS,JPN PERLIS,RBA0033,SEKOLAH KEBANGSAAN DATO AHMAD MUSA,Sekolah Kerajaan,PENYELIA,Asrama,1998
PERLIS,JPN PERLIS,RBA0033,SEKOLAH KEBANGSAAN DATO AHMAD MUSA,Sekolah Kerajaan,DESA,Asrama,1994
PERLIS,JPN PERLIS,RBA0033,SEKOLAH KEBANGSAAN DATO AHMAD MUSA,Sekolah Kerajaan,MAHSURI,Pentadbiran dan P & P,2009
PERLIS,JPN PERLIS,RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,Sekolah Kerajaan,DEWAN SERBAGUNA,Dewan,2004
PERLIS,JPN PERLIS,RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,Sekolah Kerajaan,BLOK A,P & P,1981
PERLIS,JPN PERLIS,RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,Sekolah Kerajaan,BLOK B,P & P,2003
PERLIS,JPN PERLIS,RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,Sekolah Kerajaan,BLOK D,Pra Sekolah,1998
PERLIS,JPN PERLIS,RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,Sekolah Kerajaan,KANTIN,Kantin,1981
PERLIS,JPN PERLIS,RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,Sekolah Kerajaan,BLOK C,P & P,2003
PERLIS,JPN PERLIS,RBA0034,SEKOLAH KEBANGSAAN TAMBUN TULANG,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0035,SEKOLAH KEBANGSAAN TITI TINGGI,Sekolah Kerajaan,A,Pentadbiran dan P & P,1974
PERLIS,JPN PERLIS,RBA0035,SEKOLAH KEBANGSAAN TITI TINGGI,Sekolah Kerajaan,B,P & P,1974
PERLIS,JPN PERLIS,RBA0035,SEKOLAH KEBANGSAAN TITI TINGGI,Sekolah Kerajaan,C,P & P,1990
PERLIS,JPN PERLIS,RBA0035,SEKOLAH KEBANGSAAN TITI TINGGI,Sekolah Kerajaan,D,P & P,1998
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK H(MAKMAL KOM),Makmal Komputer,2003
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK B,P & P,1967
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK F,P & P,1994
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK E,P & P,1980
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK G(PRA SEKOLAH),P & P,2006
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK C,P & P,1970
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK A,P & P,1952
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK D,Pentadbiran,1970
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,MODUL BILIK DARJAH,P & P,2016
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,MODUL BILIK DARJAH,Pentadbiran dan P & P,2016
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK J,Kantin,1952
PERLIS,JPN PERLIS,RBA0036,SEKOLAH KEBANGSAAN TITI TO' BANDAR,Sekolah Kerajaan,BLOK I,Surau,1970
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,KANTIN,Kantin,1978
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK I,Pendidikan Khas,2014
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,ASRAMA DESA,Kediaman,1989
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK F,Pra Sekolah,1998
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK G,P & P,2002
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,SURAU,Surau,1998
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK D,P & P,2002
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,ASRAMA DESA,Asrama,1989
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2003
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK H,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK C,P & P,1999
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK B,P & P,1979
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1978
PERLIS,JPN PERLIS,RBA0037,SEKOLAH KEBANGSAAN SERI TUNJONG,Sekolah Kerajaan,BLOK E,Pendidikan Khas,1990
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,TANDAS GURU,Tandas,1974
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,DEWAN GEMILANG,Dewan,1974
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,PRASEKOLAH,Pra Sekolah,1974
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,DAHLIA,P & P,1998
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,SEROJA,Pentadbiran dan P & P,1974
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,KANTIN,Kantin,1974
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,RAFFLESIA,Pentadbiran dan P & P,1974
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,MAKMAL,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,Bengkel Kem. Hidup,Bengkel,2007
PERLIS,JPN PERLIS,RBA0038,SEKOLAH KEBANGSAAN UJONG BATU,Sekolah Kerajaan,IBNU SINA,P & P,1974
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK  B,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK E,Surau,1996
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK F,Kantin,1999
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK C,Pra Sekolah,2008
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK H,P & P,1994
