NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,BANTUAN,NAMABLOK,KEGUNAAN,TAHUN_BINA
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,MAKMAL ICT,Makmal Komputer,2003
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK G (GEMILANG),P & P,1990
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK D (DEDIKASI),P & P,1960
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK F (FITRAH),P & P,1990
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,ASRAMA PUTERA 1,Asrama,1997
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,ASRAMA PUTERI 2,Asrama,2003
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,ASRAMA PUTERA 2,Asrama,2003
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BENGKEL ERT,Bengkel,1960
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,"MAKMAL  TING 1,2,3",Makmal Sains,1960
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK E (EFISYEN),P & P,1966
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK B (BESTARI),P & P,2004
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK C (CEMERLANG),Pentadbiran,1960
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,DEWAN SEKOLAH,Dewan,1986
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK A (AMANAH),P & P,2004
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,MAKMAL SAINS TERAS/T,Makmal Sains,1964
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BLOK H (HARMONI),P & P,1960
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,ASRAMA PUTERI 1,Asrama,1997
PERLIS,JPN PERLIS,REA0054,SEKOLAH MENENGAH KEBANGSAAN DATO' SHEIKH AHMAD,Sekolah Kerajaan,BILIK KH TEKNIKAL LAMA,P & P,1960
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK TEJA,Dewan,1965
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK CEMPAKA,P & P,2003
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK KANTIN,Kantin,1965
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK MERANTI,P & P,1992
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK LELAKI,Asrama,2002
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK SENA,Makmal Sains,1965
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK CEMARA,Pentadbiran dan P & P,1965
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK PEREMPUAN,Asrama,2002
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,DEWAN MAKAN,Asrama,2002
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK  KENCANA,P & P,2003
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK BAKAU,P & P,1987
PERLIS,JPN PERLIS,REA0055,SEKOLAH MENENGAH KEBANGSAAN SYED AHMAD,Sekolah Kerajaan,BLOK ANGSANA,Pentadbiran dan P & P,2003
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK E 2(PEND. KHAS),Pendidikan Khas,1989
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK B (TING 1),P & P,1988
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK C (BILIK GURU ),Pentadbiran dan P & P,1967
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK H (BENGKEL),Bengkel,2001
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,ASPURA,Asrama,1979
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK D (PEJABAT),Pentadbiran dan P & P,1967
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK G(TING 6),P & P,1992
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK E 1(BILIK KOMENWEL),Makmal Sains,1990
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK F (B.MUZIK),P & P,1991
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,DEWAN SEKOLAH,Dewan,1989
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,KANTIN,Kantin,1967
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK L,Makmal Komputer,1990
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,SURAU,Surau,1990
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,BLOK A  (TING 5),P & P,1977
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,ASPURI,Asrama,1979
PERLIS,JPN PERLIS,REA0056,SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,Sekolah Kerajaan,RUMAH PAM,Rumah Pam,1990
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK H,P & P,1990
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,ASRAMA PUTERI,Asrama,2000
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK MAKMAL KOMPUTER,Makmal Komputer,2000
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,ASRAMA PUTERA,Asrama,2000
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,Surau Al-Hidayah,Surau,2011
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,Blok Bengkel,P & P,2013
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,Blok Pusat Sumber,Pentadbiran dan P & P,2013
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,Blok Seni Reka Tanda,Bengkel,2010
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,Blok Akademik,P & P,2013
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,Blok Pentadbiran,Pentadbiran,2013
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK G,P & P,1990
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK F,P & P,1988
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK B,P & P,1976
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK D,P & P,1988
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1976
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK E,P & P,1988
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,BLOK C,P & P,1976
PERLIS,JPN PERLIS,REA0074,SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,Sekolah Kerajaan,DEWAN MAKAN,Asrama,2000
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,B,Pentadbiran dan P & P,1982
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,C,P & P,1998
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,G,Pentadbiran dan P & P,1994
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,F,P & P,1990
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,E,P & P,2000
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,D,Makmal Sains,1998
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,H,Makmal Sains,1982
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,KANTIN,Kantin,1982
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,DEWAN AL BIRUNI,Dewan,2009
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BENGKEL MPV,Bengkel,2009
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,PEJABAT GURU,Pentadbiran,2011
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,RUMAH GURU,Kediaman,1998
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,A,Bengkel,1982
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,SURAU MUTTAQIN,Surau,1982
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,KELAS PENDIDIKAN KHAS,Pendidikan Khas,1982
PERLIS,JPN PERLIS,REA0076,SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,I,P & P,1994
